bill_id,bill_date,customer_id,customer_name,whatsapp_number,product_barcode,product_name,category,sub_category,quantity,unit_price,subtotal
750,2026-03-25 06:34:29,112,Yash Gangan,9826328094,8906000000013,Aashirvaad Suji Original 1kg,Staples,Suji,3,110.67,332.01
751,2026-05-05 05:18:29,85,Aarohi Agrawal,9428931132,8906000000185,Britannia Bread Regular 700g,Dairy & Bakery,Bread,1,44.0,44.0
751,2026-05-05 05:18:29,85,Aarohi Agrawal,9428931132,8906000000320,Gowardhan Butter Mini 100g,Dairy & Bakery,Butter,1,242.0,242.0
751,2026-05-05 05:18:29,85,Aarohi Agrawal,9428931132,8906000000228,Tops Jam Lite 200g,Tea Coffee Breakfast,Jam,1,118.75,118.75
751,2026-05-05 05:18:29,85,Aarohi Agrawal,9428931132,8906000000180,Local Mill Dal Value Pack 500g,Staples,Dal,4,186.56,746.24
751,2026-05-05 05:18:29,85,Aarohi Agrawal,9428931132,8906000000411,Wagh Bakri Tea Jumbo 1kg,Tea Coffee Breakfast,Tea,1,525.0,525.0
751,2026-05-05 05:18:29,85,Aarohi Agrawal,9428931132,8906000000048,Kissan Jam Lite 200g,Tea Coffee Breakfast,Jam,1,55.0,55.0
751,2026-05-05 05:18:29,85,Aarohi Agrawal,9428931132,8906000000274,Bisleri Water Premium 1L,Frozen & Beverages,Water,3,30.0,90.0
752,2026-01-03 08:19:29,12,Rahul Deshmukh,9669335134,8906000000123,Head & Shoulders Shampoo Regular 650ml,Hair Care,Shampoo,1,180.0,180.0
752,2026-01-03 08:19:29,12,Rahul Deshmukh,9669335134,8906000000347,Dove Conditioner Value Pack 175ml,Hair Care,Conditioner,1,328.5,328.5
752,2026-01-03 08:19:29,12,Rahul Deshmukh,9669335134,8906000000396,Dabur Amla Hair Oil Regular 500ml,Hair Care,Hair Oil,1,306.9,306.9
752,2026-01-03 08:19:29,12,Rahul Deshmukh,9669335134,8906000000428,Dove Body Wash Mini 250ml,Skin & Body Care,Body Wash,1,212.43,212.43
752,2026-01-03 08:19:29,12,Rahul Deshmukh,9669335134,8906000000456,Nataraj Stationery Value Pack 10pc,Baby & Household,Stationery,1,161.1,161.1
752,2026-01-03 08:19:29,12,Rahul Deshmukh,9669335134,8906000000252,Aashirvaad Salt Salt Mini 1kg,Staples,Salt,1,114.0,114.0
752,2026-01-03 08:19:29,12,Rahul Deshmukh,9669335134,8906000000179,Stayfree Sanitary Care Family Pack 30pc,Baby & Household,Sanitary Care,1,190.12,190.12
752,2026-01-03 08:19:29,12,Rahul Deshmukh,9669335134,8906000000328,Listerine Mouthwash Lite 250ml,Oral Care,Mouthwash,2,63.7,127.4
753,2026-06-12 20:45:29,88,Aditya Kale,9701595919,8906000000460,Tide Detergent Original 4kg,Laundry & Cleaning,Detergent,4,118.0,472.0
753,2026-06-12 20:45:29,88,Aditya Kale,9701595919,8906000000053,Comfort Fabric Care Lite 1L,Laundry & Cleaning,Fabric Care,1,210.6,210.6
753,2026-06-12 20:45:29,88,Aditya Kale,9701595919,8906000000334,Mr Muscle Floor Cleaner Premium 500ml,Laundry & Cleaning,Floor Cleaner,2,137.2,274.4
753,2026-06-12 20:45:29,88,Aditya Kale,9701595919,8906000000088,Mother Dairy Ghee Original 500ml,Cooking Essentials,Ghee,1,506.85,506.85
753,2026-06-12 20:45:29,88,Aditya Kale,9701595919,8906000000293,McCain Frozen Snacks Regular 400g,Frozen & Beverages,Frozen Snacks,5,209.7,1048.5
753,2026-06-12 20:45:29,88,Aditya Kale,9701595919,8906000000387,Apsara Stationery Classic 1pc,Baby & Household,Stationery,1,240.24,240.24
754,2026-06-05 00:33:29,105,Om Maheshwari,9525680656,8906000000065,Mother Dairy Milk Mini 1L,Dairy & Bakery,Milk,2,40.5,81.0
754,2026-06-05 00:33:29,105,Om Maheshwari,9525680656,8906000000298,Local Bakery Bread Jumbo 700g,Dairy & Bakery,Bread,1,61.75,61.75
754,2026-06-05 00:33:29,105,Om Maheshwari,9525680656,8906000000102,Farm Fresh Eggs Lite 6pc,Dairy & Bakery,Eggs,1,83.7,83.7
754,2026-06-05 00:33:29,105,Om Maheshwari,9525680656,8906000000007,Amul Paneer Lite 200g,Dairy & Bakery,Paneer,3,68.6,205.8
755,2026-04-10 07:26:29,45,Om Verma,9683452734,8906000000430,Sunsilk Shampoo Classic 180ml,Hair Care,Shampoo,1,506.88,506.88
755,2026-04-10 07:26:29,45,Om Verma,9683452734,8906000000329,Dove Conditioner Regular 175ml,Hair Care,Conditioner,1,211.2,211.2
755,2026-04-10 07:26:29,45,Om Verma,9683452734,8906000000204,Bajaj Almond Drops Hair Oil Mini 500ml,Hair Care,Hair Oil,2,176.7,353.4
755,2026-04-10 07:26:29,45,Om Verma,9683452734,8906000000484,Sprite Soft Drinks Regular 250ml,Frozen & Beverages,Soft Drinks,1,57.2,57.2
755,2026-04-10 07:26:29,45,Om Verma,9683452734,8906000000406,Navratna Talcum Powder Lite 100g,Skin & Body Care,Talcum Powder,2,46.8,93.6
755,2026-04-10 07:26:29,45,Om Verma,9683452734,8906000000377,Listerine Mouthwash Family Pack 250ml,Oral Care,Mouthwash,1,197.1,197.1
755,2026-04-10 07:26:29,45,Om Verma,9683452734,8906000000326,Eveready Batteries Jumbo 2pc,Checkout Essentials,Batteries,2,258.4,516.8
756,2026-04-12 07:19:29,79,Rahul Sharma,9465586652,8906000000460,Tide Detergent Original 4kg,Laundry & Cleaning,Detergent,1,118.0,118.0
756,2026-04-12 07:19:29,79,Rahul Sharma,9465586652,8906000000121,Ezee Fabric Care Family Pack 1L,Laundry & Cleaning,Fabric Care,3,37.84,113.52
756,2026-04-12 07:19:29,79,Rahul Sharma,9465586652,8906000000334,Mr Muscle Floor Cleaner Premium 500ml,Laundry & Cleaning,Floor Cleaner,2,137.2,274.4
756,2026-04-12 07:19:29,79,Rahul Sharma,9465586652,8906000000369,Ponds Face Wash Family Pack 150g,Skin & Body Care,Face Wash,1,138.71,138.71
757,2026-04-06 23:57:29,65,Pooja Rathi,9755562833,8906000000259,Harvest Gold Bread Fresh 400g,Dairy & Bakery,Bread,2,32.55,65.1
757,2026-04-06 23:57:29,65,Pooja Rathi,9755562833,8906000000144,Amul Butter Jumbo 100g,Dairy & Bakery,Butter,1,56.05,56.05
757,2026-04-06 23:57:29,65,Pooja Rathi,9755562833,8906000000473,Tops Jam Regular 200g,Tea Coffee Breakfast,Jam,3,190.0,570.0
757,2026-04-06 23:57:29,65,Pooja Rathi,9755562833,8906000000459,Nestle Chocolates Mini 100g,Checkout Essentials,Chocolates,1,224.2,224.2
757,2026-04-06 23:57:29,65,Pooja Rathi,9755562833,8906000000282,Knorr Soup Fresh 45g,Instant Foods,Soup,2,126.1,252.2
757,2026-04-06 23:57:29,65,Pooja Rathi,9755562833,8906000000500,Britannia Butter Fresh 500g,Dairy & Bakery,Butter,3,140.65,421.95
757,2026-04-06 23:57:29,65,Pooja Rathi,9755562833,8906000000275,Del Monte Pasta Jumbo 500g,Instant Foods,Pasta,1,285.0,285.0
758,2026-03-01 07:40:29,144,Arjun Jain,9260508018,8906000000270,Dinshaw's Milk Family Pack 1L,Dairy & Bakery,Milk,1,41.4,41.4
758,2026-03-01 07:40:29,144,Arjun Jain,9260508018,8906000000185,Britannia Bread Regular 700g,Dairy & Bakery,Bread,1,44.0,44.0
758,2026-03-01 07:40:29,144,Arjun Jain,9260508018,8906000000362,Local Farm Eggs Value Pack 12pc,Dairy & Bakery,Eggs,1,88.35,88.35
758,2026-03-01 07:40:29,144,Arjun Jain,9260508018,8906000000111,Nivea Body Wash Original 250ml,Skin & Body Care,Body Wash,3,118.34,355.02
758,2026-03-01 07:40:29,144,Arjun Jain,9260508018,8906000000223,Mother Dairy Milk Mini 500ml,Dairy & Bakery,Milk,2,59.85,119.7
758,2026-03-01 07:40:29,144,Arjun Jain,9260508018,8906000000201,Britannia Butter Lite 500g,Dairy & Bakery,Butter,1,29.4,29.4
758,2026-03-01 07:40:29,144,Arjun Jain,9260508018,8906000000425,Bisk Farm Cookies Regular 75g,Biscuits & Snacks,Cookies,1,36.27,36.27
759,2026-06-06 00:56:29,131,Sai Agrawal,9211471656,8906000000407,Surf Excel Detergent Premium 2kg,Laundry & Cleaning,Detergent,4,470.25,1881.0
759,2026-06-06 00:56:29,131,Sai Agrawal,9211471656,8906000000288,Comfort Fabric Care Classic 1L,Laundry & Cleaning,Fabric Care,1,245.1,245.1
759,2026-06-06 00:56:29,131,Sai Agrawal,9211471656,8906000000306,Lizol Floor Cleaner Mini 2L,Laundry & Cleaning,Floor Cleaner,1,236.0,236.0
759,2026-06-06 00:56:29,131,Sai Agrawal,9211471656,8906000000154,Medimix Soap Value Pack 100g,Skin & Body Care,Soap,1,79.05,79.05
759,2026-06-06 00:56:29,131,Sai Agrawal,9211471656,8906000000125,McCain Frozen Snacks Value Pack 1kg,Frozen & Beverages,Frozen Snacks,1,257.0,257.0
759,2026-06-06 00:56:29,131,Sai Agrawal,9211471656,8906000000447,Nestle Chocolates Premium 100g,Checkout Essentials,Chocolates,1,206.8,206.8
760,2026-03-24 08:44:29,79,Rahul Sharma,9465586652,8906000000266,Society Tea Family Pack 1kg,Tea Coffee Breakfast,Tea,1,455.9,455.9
760,2026-03-24 08:44:29,79,Rahul Sharma,9465586652,8906000000403,Madhur Sugar Lite 5kg,Staples,Sugar,1,195.3,195.3
760,2026-03-24 08:44:29,79,Rahul Sharma,9465586652,8906000000427,Parle-G Glucose Biscuits Value Pack 150g,Biscuits & Snacks,Glucose Biscuits,1,14.55,14.55
760,2026-03-24 08:44:29,79,Rahul Sharma,9465586652,8906000000238,Local Mill Poha Family Pack 500g,Staples,Poha,3,178.6,535.8
760,2026-03-24 08:44:29,79,Rahul Sharma,9465586652,8906000000085,Balaji Small Snacks Family Pack 50g,Checkout Essentials,Small Snacks,2,53.9,107.8
760,2026-03-24 08:44:29,79,Rahul Sharma,9465586652,8906000000376,Cornitos Popcorn Jumbo 30g,Biscuits & Snacks,Popcorn,2,45.0,90.0
760,2026-03-24 08:44:29,79,Rahul Sharma,9465586652,8906000000422,Amul Paneer Original 200g,Dairy & Bakery,Paneer,1,29.4,29.4
761,2026-04-26 00:39:29,120,Aarav Maheshwari,9201137984,8906000000433,Kurkure Chips Regular 52g,Biscuits & Snacks,Chips,1,19.53,19.53
761,2026-04-26 00:39:29,120,Aarav Maheshwari,9201137984,8906000000498,Nestle Chocolates Value Pack 100g,Checkout Essentials,Chocolates,1,45.0,45.0
762,2026-03-04 05:40:29,2,Yash Verma,9894256529,8906000000135,Rin Detergent Fresh 1kg,Laundry & Cleaning,Detergent,1,532.4,532.4
762,2026-03-04 05:40:29,2,Yash Verma,9894256529,8906000000121,Ezee Fabric Care Family Pack 1L,Laundry & Cleaning,Fabric Care,1,37.84,37.84
762,2026-03-04 05:40:29,2,Yash Verma,9894256529,8906000000334,Mr Muscle Floor Cleaner Premium 500ml,Laundry & Cleaning,Floor Cleaner,2,137.2,274.4
762,2026-03-04 05:40:29,2,Yash Verma,9894256529,8906000000182,Gowardhan Ghee Mini 500ml,Cooking Essentials,Ghee,1,448.8,448.8
763,2026-06-18 23:16:29,6,Neha Rathi,9082137118,8906000000222,Kohinoor Rice Regular 1kg,Staples,Rice,1,778.5,778.5
763,2026-06-18 23:16:29,6,Neha Rathi,9082137118,8906000000180,Local Mill Dal Value Pack 500g,Staples,Dal,2,186.56,373.12
763,2026-06-18 23:16:29,6,Neha Rathi,9082137118,8906000000159,Catch Masala Fresh 100g,Cooking Essentials,Masala,2,29.76,59.52
763,2026-06-18 23:16:29,6,Neha Rathi,9082137118,8906000000466,Tops Jam Premium 500g,Tea Coffee Breakfast,Jam,2,188.1,376.2
763,2026-06-18 23:16:29,6,Neha Rathi,9082137118,8906000000238,Local Mill Poha Family Pack 500g,Staples,Poha,2,178.6,357.2
764,2026-02-18 22:32:29,85,Aarohi Agrawal,9428931132,8906000000058,Eveready Batteries Premium 4pc,Checkout Essentials,Batteries,1,270.75,270.75
765,2026-05-28 20:58:29,91,Rohan Sharma,9256265062,8906000000206,Del Monte Pasta Lite 500g,Instant Foods,Pasta,1,155.0,155.0
765,2026-05-28 20:58:29,91,Rohan Sharma,9256265062,8906000000184,Whisper Sanitary Care Mini 7pc,Baby & Household,Sanitary Care,1,108.3,108.3
766,2026-05-23 03:34:29,39,Vivaan Verma,9051208005,8906000000413,Too Yumm Chips Family Pack 150g,Biscuits & Snacks,Chips,1,22.54,22.54
766,2026-05-23 03:34:29,39,Vivaan Verma,9051208005,8906000000342,24 Mantra Dal Original 1kg,Staples,Dal,2,212.4,424.8
767,2026-05-08 00:14:29,94,Sai Patil,9579423873,8906000000236,Colgate Toothpaste Value Pack 80g,Oral Care,Toothpaste,2,137.2,274.4
767,2026-05-08 00:14:29,94,Sai Patil,9579423873,8906000000081,Oral-B Toothbrush Value Pack 1pc,Oral Care,Toothbrush,1,93.1,93.1
767,2026-05-08 00:14:29,94,Sai Patil,9579423873,8906000000377,Listerine Mouthwash Family Pack 250ml,Oral Care,Mouthwash,1,197.1,197.1
767,2026-05-08 00:14:29,94,Sai Patil,9579423873,8906000000133,Britannia Bread Regular 400g,Dairy & Bakery,Bread,2,64.02,128.04
768,2026-05-31 00:01:29,21,Isha Rathi,9074555347,8906000000424,Too Yumm Chips Classic 90g,Biscuits & Snacks,Chips,2,24.25,48.5
768,2026-05-31 00:01:29,21,Isha Rathi,9074555347,8906000000319,Thums Up Soft Drinks Original 2L,Frozen & Beverages,Soft Drinks,2,80.91,161.82
768,2026-05-31 00:01:29,21,Isha Rathi,9074555347,8906000000444,Chitale Namkeen Mini 1kg,Biscuits & Snacks,Namkeen,3,140.0,420.0
768,2026-05-31 00:01:29,21,Isha Rathi,9074555347,8906000000387,Apsara Stationery Classic 1pc,Baby & Household,Stationery,1,240.24,240.24
768,2026-05-31 00:01:29,21,Isha Rathi,9074555347,8906000000351,Amul Curd Classic 1kg,Dairy & Bakery,Curd,1,250.0,250.0
768,2026-05-31 00:01:29,21,Isha Rathi,9074555347,8906000000113,Wagh Bakri Tea Jumbo 500g,Tea Coffee Breakfast,Tea,1,150.35,150.35
769,2026-04-27 23:56:29,107,Arjun Patil,9823155516,8906000000096,Tide Detergent Lite 2kg,Laundry & Cleaning,Detergent,4,159.6,638.4
769,2026-04-27 23:56:29,107,Arjun Patil,9823155516,8906000000053,Comfort Fabric Care Lite 1L,Laundry & Cleaning,Fabric Care,2,210.6,421.2
769,2026-04-27 23:56:29,107,Arjun Patil,9823155516,8906000000306,Lizol Floor Cleaner Mini 2L,Laundry & Cleaning,Floor Cleaner,2,236.0,472.0
769,2026-04-27 23:56:29,107,Arjun Patil,9823155516,8906000000426,Closeup Mouthwash Jumbo 250ml,Oral Care,Mouthwash,2,209.0,418.0
769,2026-04-27 23:56:29,107,Arjun Patil,9823155516,8906000000244,Sprite Soft Drinks Family Pack 600ml,Frozen & Beverages,Soft Drinks,2,18.0,36.0
769,2026-04-27 23:56:29,107,Arjun Patil,9823155516,8906000000192,Organic Tattva Poha Mini 500g,Staples,Poha,1,201.88,201.88
770,2026-04-19 21:13:29,45,Om Verma,9683452734,8906000000298,Local Bakery Bread Jumbo 700g,Dairy & Bakery,Bread,2,61.75,123.5
770,2026-04-19 21:13:29,45,Om Verma,9683452734,8906000000144,Amul Butter Jumbo 100g,Dairy & Bakery,Butter,1,56.05,56.05
770,2026-04-19 21:13:29,45,Om Verma,9683452734,8906000000050,Tops Jam Jumbo 500g,Tea Coffee Breakfast,Jam,1,97.0,97.0
770,2026-04-19 21:13:29,45,Om Verma,9683452734,8906000000302,Tata Sampann Poha Mini 500g,Staples,Poha,1,132.05,132.05
771,2026-01-07 09:35:29,62,Rahul Jain,9967379457,8906000000461,Fortune Atta Regular 1kg,Staples,Atta,1,101.2,101.2
771,2026-01-07 09:35:29,62,Rahul Jain,9967379457,8906000000088,Mother Dairy Ghee Original 500ml,Cooking Essentials,Ghee,1,506.85,506.85
771,2026-01-07 09:35:29,62,Rahul Jain,9967379457,8906000000367,Pachranga Pickles Lite 200g,Cooking Essentials,Pickles,2,137.2,274.4
771,2026-01-07 09:35:29,62,Rahul Jain,9967379457,8906000000482,Tata Sampann Dal Original 500g,Staples,Dal,1,177.51,177.51
771,2026-01-07 09:35:29,62,Rahul Jain,9967379457,8906000000031,Harpic Toilet Cleaner Classic 500ml,Laundry & Cleaning,Toilet Cleaner,1,130.15,130.15
771,2026-01-07 09:35:29,62,Rahul Jain,9967379457,8906000000160,Bisk Farm Cookies Family Pack 200g,Biscuits & Snacks,Cookies,2,39.6,79.2
771,2026-01-07 09:35:29,62,Rahul Jain,9967379457,8906000000172,Camlin Stationery Jumbo 1pc,Baby & Household,Stationery,3,169.75,509.25
772,2026-04-24 00:24:29,108,Kunal Rathi,9808662813,8906000000488,Ponds Face Wash Original 50g,Skin & Body Care,Face Wash,1,125.1,125.1
772,2026-04-24 00:24:29,108,Kunal Rathi,9808662813,8906000000390,Sanifresh Toilet Cleaner Jumbo 1L,Laundry & Cleaning,Toilet Cleaner,2,165.6,331.2
773,2026-05-16 21:00:29,143,Om Gangan,9847129618,8906000000259,Harvest Gold Bread Fresh 400g,Dairy & Bakery,Bread,1,32.55,32.55
773,2026-05-16 21:00:29,143,Om Gangan,9847129618,8906000000336,Gowardhan Butter Premium 500g,Dairy & Bakery,Butter,2,61.6,123.2
773,2026-05-16 21:00:29,143,Om Gangan,9847129618,8906000000050,Tops Jam Jumbo 500g,Tea Coffee Breakfast,Jam,1,97.0,97.0
773,2026-05-16 21:00:29,143,Om Gangan,9847129618,8906000000075,Pepsi Soft Drinks Fresh 600ml,Frozen & Beverages,Soft Drinks,1,70.81,70.81
774,2026-05-22 23:31:29,38,Aarohi Jain,9633515718,8906000000127,Potato 1kg,Fruits & Vegetables,Fresh Vegetables,1,36.0,36.0
775,2026-04-06 04:05:29,93,Om Jain,9337976627,8906000000100,Pillsbury Atta Classic 5kg,Staples,Atta,1,235.0,235.0
775,2026-04-06 04:05:29,93,Om Jain,9337976627,8906000000088,Mother Dairy Ghee Original 500ml,Cooking Essentials,Ghee,1,506.85,506.85
775,2026-04-06 04:05:29,93,Om Jain,9337976627,8906000000262,Pachranga Pickles Regular 1kg,Cooking Essentials,Pickles,3,63.05,189.15
775,2026-04-06 04:05:29,93,Om Jain,9337976627,8906000000303,Knorr Noodles Regular 140g,Instant Foods,Noodles,1,55.0,55.0
775,2026-04-06 04:05:29,93,Om Jain,9337976627,8906000000013,Aashirvaad Suji Original 1kg,Staples,Suji,2,110.67,221.34
775,2026-04-06 04:05:29,93,Om Jain,9337976627,8906000000384,Bourbon Cream Biscuits Mini 150g,Biscuits & Snacks,Cream Biscuits,2,57.23,114.46
776,2026-06-08 01:55:29,112,Yash Gangan,9826328094,8906000000454,Hide & Seek Cream Biscuits Family Pack 100g,Biscuits & Snacks,Cream Biscuits,1,58.2,58.2
777,2026-06-21 06:11:29,41,Krish Gangan,9927282709,8906000000259,Harvest Gold Bread Fresh 400g,Dairy & Bakery,Bread,1,32.55,32.55
777,2026-06-21 06:11:29,41,Krish Gangan,9927282709,8906000000055,Amul Butter Lite 100g,Dairy & Bakery,Butter,2,291.0,582.0
777,2026-06-21 06:11:29,41,Krish Gangan,9927282709,8906000000265,Mapro Jam Jumbo 500g,Tea Coffee Breakfast,Jam,1,117.6,117.6
777,2026-06-21 06:11:29,41,Krish Gangan,9927282709,8906000000350,Dove Soap Lite 125g,Skin & Body Care,Soap,1,50.0,50.0
777,2026-06-21 06:11:29,41,Krish Gangan,9927282709,8906000000300,Stayfree Sanitary Care Original 15pc,Baby & Household,Sanitary Care,3,55.44,166.32
778,2026-04-27 00:35:29,17,Riya Rathi,9451017397,8906000000298,Local Bakery Bread Jumbo 700g,Dairy & Bakery,Bread,1,61.75,61.75
778,2026-04-27 00:35:29,17,Riya Rathi,9451017397,8906000000079,Britannia Butter Fresh 100g,Dairy & Bakery,Butter,2,150.35,300.7
778,2026-04-27 00:35:29,17,Riya Rathi,9451017397,8906000000473,Tops Jam Regular 200g,Tea Coffee Breakfast,Jam,1,190.0,190.0
778,2026-04-27 00:35:29,17,Riya Rathi,9451017397,8906000000043,Sunfeast Dark Fantasy Cookies Lite 120g,Biscuits & Snacks,Cookies,1,103.5,103.5
778,2026-04-27 00:35:29,17,Riya Rathi,9451017397,8906000000381,Mint 1 bunch,Fruits & Vegetables,Leafy Vegetables,1,33.95,33.95
778,2026-04-27 00:35:29,17,Riya Rathi,9451017397,8906000000028,Garnier Hair Color Mini 1pc,Hair Care,Hair Color,1,72.75,72.75
778,2026-04-27 00:35:29,17,Riya Rathi,9451017397,8906000000375,Oreo Cream Biscuits Original 100g,Biscuits & Snacks,Cream Biscuits,3,50.0,150.0
778,2026-04-27 00:35:29,17,Riya Rathi,9451017397,8906000000258,Real Juices Regular 200ml,Frozen & Beverages,Juices,2,88.35,176.7
779,2026-06-24 04:08:29,56,Aarohi Patil,9136957279,8906000000396,Dabur Amla Hair Oil Regular 500ml,Hair Care,Hair Oil,1,306.9,306.9
780,2026-05-13 07:09:29,145,Sneha Sharma,9425373377,8906000000424,Too Yumm Chips Classic 90g,Biscuits & Snacks,Chips,1,24.25,24.25
780,2026-05-13 07:09:29,145,Sneha Sharma,9425373377,8906000000319,Thums Up Soft Drinks Original 2L,Frozen & Beverages,Soft Drinks,1,80.91,80.91
780,2026-05-13 07:09:29,145,Sneha Sharma,9425373377,8906000000453,Balaji Namkeen Lite 200g,Biscuits & Snacks,Namkeen,1,194.4,194.4
780,2026-05-13 07:09:29,145,Sneha Sharma,9425373377,8906000000431,Knorr Soup Regular 45g,Instant Foods,Soup,1,240.1,240.1
780,2026-05-13 07:09:29,145,Sneha Sharma,9425373377,8906000000374,Fortune Rice Value Pack 10kg,Staples,Rice,4,192.51,770.04
780,2026-05-13 07:09:29,145,Sneha Sharma,9425373377,8906000000042,Rajdhani Suji Jumbo 1kg,Staples,Suji,1,53.35,53.35
780,2026-05-13 07:09:29,145,Sneha Sharma,9425373377,8906000000192,Organic Tattva Poha Mini 500g,Staples,Poha,2,201.88,403.76
780,2026-05-13 07:09:29,145,Sneha Sharma,9425373377,8906000000443,Yippee Noodles Family Pack 280g,Instant Foods,Noodles,1,115.0,115.0
781,2026-05-25 04:16:29,63,Om Gangan,9324264250,8906000000222,Kohinoor Rice Regular 1kg,Staples,Rice,1,778.5,778.5
781,2026-05-25 04:16:29,63,Om Gangan,9324264250,8906000000469,24 Mantra Dal Value Pack 500g,Staples,Dal,1,152.24,152.24
781,2026-05-25 04:16:29,63,Om Gangan,9324264250,8906000000287,Everest Masala Lite 50g,Cooking Essentials,Masala,1,179.52,179.52
781,2026-05-25 04:16:29,63,Om Gangan,9324264250,8906000000088,Mother Dairy Ghee Original 500ml,Cooking Essentials,Ghee,1,506.85,506.85
782,2026-03-11 21:19:29,13,Yash Kale,9237245018,8906000000140,Aashirvaad Salt Salt Regular 1kg,Staples,Salt,2,260.93,521.86
782,2026-03-11 21:19:29,13,Yash Kale,9237245018,8906000000209,Oreo Cream Biscuits Family Pack 100g,Biscuits & Snacks,Cream Biscuits,1,60.45,60.45
783,2026-06-10 22:15:29,77,Aarav Maheshwari,9520344765,8906000000123,Head & Shoulders Shampoo Regular 650ml,Hair Care,Shampoo,1,180.0,180.0
783,2026-06-10 22:15:29,77,Aarav Maheshwari,9520344765,8906000000404,Closeup Mouthwash Lite 250ml,Oral Care,Mouthwash,1,242.5,242.5
784,2026-03-05 05:23:29,20,Pooja Joshi,9806603920,8906000000168,Yippee Noodles Mini 140g,Instant Foods,Noodles,1,61.75,61.75
784,2026-03-05 05:23:29,20,Pooja Joshi,9806603920,8906000000045,Ching's Sauces Fresh 500g,Cooking Essentials,Sauces,1,176.7,176.7
784,2026-03-05 05:23:29,20,Pooja Joshi,9806603920,8906000000337,Maggi Soup Fresh 100g,Instant Foods,Soup,1,180.0,180.0
784,2026-03-05 05:23:29,20,Pooja Joshi,9806603920,8906000000125,McCain Frozen Snacks Value Pack 1kg,Frozen & Beverages,Frozen Snacks,1,257.0,257.0
785,2026-01-27 00:15:29,1,Sai Chandak,9649133424,8906000000186,Mother Dairy Ghee Value Pack 500ml,Cooking Essentials,Ghee,1,512.54,512.54
785,2026-01-27 00:15:29,1,Sai Chandak,9649133424,8906000000408,Aquafina Water Family Pack 2L,Frozen & Beverages,Water,1,19.6,19.6
786,2026-06-26 07:45:29,51,Rahul Agrawal,9560229394,8906000000268,Bajaj Almond Drops Hair Oil Fresh 500ml,Hair Care,Hair Oil,2,285.51,571.02
786,2026-06-26 07:45:29,51,Rahul Agrawal,9560229394,8906000000063,Parle Small Snacks Classic 100g,Checkout Essentials,Small Snacks,1,233.2,233.2
786,2026-06-26 07:45:29,51,Rahul Agrawal,9560229394,8906000000371,Dove Conditioner Family Pack 80ml,Hair Care,Conditioner,2,243.0,486.0
786,2026-06-26 07:45:29,51,Rahul Agrawal,9560229394,8906000000400,Pantene Shampoo Regular 80ml,Hair Care,Shampoo,1,302.25,302.25
787,2026-06-17 08:11:29,23,Om Chandak,9354116597,8906000000308,Colgate Toothpaste Jumbo 80g,Oral Care,Toothpaste,1,101.92,101.92
787,2026-06-17 08:11:29,23,Om Chandak,9354116597,8906000000007,Amul Paneer Lite 200g,Dairy & Bakery,Paneer,2,68.6,137.2
787,2026-06-17 08:11:29,23,Om Chandak,9354116597,8906000000239,Rajdhani Suji Premium 500g,Staples,Suji,2,51.15,102.3
787,2026-06-17 08:11:29,23,Om Chandak,9354116597,8906000000384,Bourbon Cream Biscuits Mini 150g,Biscuits & Snacks,Cream Biscuits,1,57.23,57.23
788,2026-01-11 21:03:29,12,Rahul Deshmukh,9669335134,8906000000072,Pantene Shampoo Classic 340ml,Hair Care,Shampoo,1,305.55,305.55
788,2026-01-11 21:03:29,12,Rahul Deshmukh,9669335134,8906000000041,Pantene Conditioner Jumbo 80ml,Hair Care,Conditioner,1,356.0,356.0
788,2026-01-11 21:03:29,12,Rahul Deshmukh,9669335134,8906000000396,Dabur Amla Hair Oil Regular 500ml,Hair Care,Hair Oil,1,306.9,306.9
788,2026-01-11 21:03:29,12,Rahul Deshmukh,9669335134,8906000000234,Duracell Batteries Mini 4pc,Checkout Essentials,Batteries,3,208.55,625.65
789,2026-06-06 01:47:29,137,Yash Rathi,9804918727,8906000000066,Bingo Chips Lite 150g,Biscuits & Snacks,Chips,1,33.25,33.25
789,2026-06-06 01:47:29,137,Yash Rathi,9804918727,8906000000472,Fanta Soft Drinks Regular 1.25L,Frozen & Beverages,Soft Drinks,2,63.0,126.0
789,2026-06-06 01:47:29,137,Yash Rathi,9804918727,8906000000444,Chitale Namkeen Mini 1kg,Biscuits & Snacks,Namkeen,2,140.0,280.0
789,2026-06-06 01:47:29,137,Yash Rathi,9804918727,8906000000392,Parachute Hair Oil Value Pack 100ml,Hair Care,Hair Oil,2,293.91,587.82
790,2026-04-04 01:40:29,78,Aditya Gangan,9802909046,8906000000487,Aashirvaad Atta Regular 5kg,Staples,Atta,1,333.9,333.9
790,2026-04-04 01:40:29,78,Aditya Gangan,9802909046,8906000000134,Patanjali Ghee Lite 1L,Cooking Essentials,Ghee,1,588.0,588.0
790,2026-04-04 01:40:29,78,Aditya Gangan,9802909046,8906000000367,Pachranga Pickles Lite 200g,Cooking Essentials,Pickles,1,137.2,137.2
790,2026-04-04 01:40:29,78,Aditya Gangan,9802909046,8906000000174,Wheel Detergent Premium 2kg,Laundry & Cleaning,Detergent,1,79.05,79.05
790,2026-04-04 01:40:29,78,Aditya Gangan,9802909046,8906000000200,Domex Toilet Cleaner Mini 500ml,Laundry & Cleaning,Toilet Cleaner,1,212.97,212.97
